TIMESTAMP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,EXPIRY_DT,OPEN_INT,CONTRACTS
2013-02-11,457.4,465.0,452.1,462.55,462.55,2013-02-28,6188500.0,3571.0
2013-02-12,462.4,465.6,459.35,461.35,461.35,2013-02-28,6030000.0,2414.0
2013-02-13,459.95,460.3,454.1,455.55,455.55,2013-02-28,5984000.0,3026.0
2013-02-14,456.0,468.0,454.95,464.95,464.95,2013-02-28,5812500.0,4480.0
2013-02-15,465.55,467.85,460.25,462.45,462.45,2013-02-28,5888000.0,2762.0
2013-02-18,462.85,472.85,462.0,471.05,471.05,2013-02-28,6082000.0,4520.0
2013-02-19,471.7,478.5,469.8,477.0,477.0,2013-02-28,6229500.0,3861.0
2013-02-20,477.6,480.0,472.35,478.6,478.6,2013-02-28,6037500.0,2909.0
2013-02-21,477.25,479.0,465.5,468.6,468.6,2013-02-28,5684500.0,3655.0
2013-02-22,467.6,467.6,455.5,457.0,457.0,2013-02-28,5659500.0,4038.0
2013-02-25,457.65,458.85,451.0,452.75,452.75,2013-02-28,5084500.0,5388.0
2013-02-26,451.95,462.8,451.4,453.2,453.2,2013-02-28,3833500.0,6985.0
2013-02-27,455.0,459.95,453.0,453.9,453.9,2013-02-28,3358500.0,4720.0
2013-02-28,458.05,459.5,438.55,445.95,445.95,2013-03-28,3907500.0,8414.0
2013-03-01,447.1,457.75,442.8,454.05,454.05,2013-03-28,4107500.0,4952.0
2013-03-04,452.8,455.0,442.65,443.65,443.65,2013-03-28,4403500.0,2944.0
2013-03-05,444.45,452.5,443.15,451.05,451.05,2013-03-28,4503000.0,3426.0
2013-03-06,451.7,452.7,442.75,443.35,443.35,2013-03-28,4810500.0,2750.0
2013-03-07,443.85,445.0,434.6,436.2,436.2,2013-03-28,5550500.0,5434.0
2013-03-08,437.2,442.85,436.0,440.9,440.9,2013-03-28,5637500.0,5118.0
2013-03-11,441.15,446.5,440.1,441.45,441.45,2013-03-28,5738500.0,4203.0
2013-03-12,441.5,450.4,441.35,446.55,446.55,2013-03-28,5469500.0,5237.0
2013-03-13,445.9,451.8,445.85,448.25,448.25,2013-03-28,5299500.0,3141.0
2013-03-14,448.85,461.3,448.0,457.7,457.7,2013-03-28,4969000.0,6859.0
2013-03-15,459.3,464.4,456.8,461.2,461.2,2013-03-28,4984500.0,6261.0
2013-03-18,458.3,467.9,458.3,464.8,464.8,2013-03-28,4975500.0,2635.0
2013-03-19,468.0,469.0,453.35,454.75,454.75,2013-03-28,5071000.0,3977.0
2013-03-20,454.7,470.9,451.7,469.25,469.25,2013-03-28,5077500.0,5190.0
2013-03-21,471.1,472.7,458.0,460.55,460.55,2013-03-28,4680000.0,4561.0
2013-03-22,463.35,468.75,457.95,460.7,460.7,2013-03-28,4482000.0,5251.0
2013-03-25,462.85,464.95,459.0,462.7,462.7,2013-03-28,4111500.0,4432.0
2013-03-26,464.1,474.25,462.8,472.65,472.65,2013-03-28,3258000.0,6243.0
2013-03-28,472.0,475.0,465.1,469.6,469.6,2013-04-25,3734000.0,7775.0
2013-04-01,469.5,476.4,466.25,473.0,473.0,2013-04-25,3976000.0,2555.0
2013-04-02,472.75,475.2,470.1,471.95,471.95,2013-04-25,4126500.0,2006.0
2013-04-03,470.85,470.85,462.5,463.8,463.8,2013-04-25,4385000.0,3006.0
2013-04-04,463.75,472.0,463.3,471.0,471.0,2013-04-25,4545000.0,3520.0
2013-04-05,470.3,475.0,469.25,472.55,472.55,2013-04-25,4762000.0,3005.0
2013-04-08,473.2,479.9,472.4,478.6,478.6,2013-04-25,4997000.0,2687.0
2013-04-09,480.05,481.0,469.5,472.35,472.35,2013-04-25,5597000.0,5617.0
2013-04-10,477.0,477.0,465.8,468.15,468.15,2013-04-25,5533500.0,2925.0
2013-04-11,471.7,474.4,465.35,471.75,471.75,2013-04-25,5866500.0,2993.0
2013-04-12,470.4,481.45,470.4,479.25,479.25,2013-04-25,6184500.0,3121.0
2013-04-15,476.5,478.8,470.0,474.9,474.9,2013-04-25,6208500.0,2931.0
2013-04-16,472.4,488.4,471.0,487.4,487.4,2013-04-25,6376000.0,4024.0
2013-04-17,485.3,488.6,482.15,483.65,483.65,2013-04-25,6490000.0,2924.0
2013-04-18,484.0,487.5,481.7,483.3,483.3,2013-04-25,6126500.0,3527.0
2013-04-22,483.5,487.3,481.1,483.05,483.05,2013-04-25,5309000.0,6668.0
2013-04-23,483.05,489.5,478.0,479.3,479.3,2013-04-25,3569000.0,8736.0
2013-04-25,482.65,489.0,471.7,479.25,479.25,2013-05-30,5725500.0,9772.0
2013-04-26,477.1,477.9,464.85,467.9,467.9,2013-05-30,5989000.0,4707.0
2013-04-29,468.0,502.65,459.45,500.45,500.45,2013-05-30,6903500.0,41823.0
2013-04-30,570.0,600.0,561.55,586.9,586.9,2013-05-30,6888500.0,59513.0
2013-05-02,583.7,585.05,573.5,575.15,575.15,2013-05-30,6961000.0,14230.0
2013-05-03,575.15,579.8,573.85,575.2,575.2,2013-05-30,7124500.0,5137.0
2013-05-06,575.55,578.2,573.8,575.45,575.45,2013-05-30,7290500.0,2808.0
2013-05-07,576.0,583.0,575.15,581.85,581.85,2013-05-30,7457500.0,4763.0
2013-05-08,582.95,589.3,582.4,588.25,588.25,2013-05-30,7279000.0,7123.0
2013-05-09,588.25,590.0,585.35,587.45,587.45,2013-05-30,7221500.0,2490.0
2013-05-10,587.1,589.0,586.2,588.0,588.0,2013-05-30,7308000.0,2236.0
2013-05-13,588.95,588.95,584.45,585.35,585.35,2013-05-30,7457500.0,2504.0
2013-05-14,585.15,587.75,583.95,586.85,586.85,2013-05-30,7425000.0,1888.0
2013-05-15,587.4,590.3,586.1,589.15,589.15,2013-05-30,7766500.0,3199.0
2013-05-16,586.85,588.55,584.9,585.45,585.45,2013-05-30,7867500.0,2460.0
2013-05-17,587.95,588.65,586.0,588.05,588.05,2013-05-30,7732500.0,2324.0
2013-05-20,587.95,589.85,587.3,588.85,588.85,2013-05-30,7618000.0,1696.0
2013-05-21,589.0,592.65,587.55,587.95,587.95,2013-05-30,7349000.0,1919.0
2013-05-22,587.65,588.35,587.1,587.85,587.85,2013-05-30,7423500.0,1296.0
2013-05-23,588.0,588.0,585.7,586.6,586.6,2013-05-30,7238500.0,1807.0
2013-05-24,586.1,588.7,585.85,588.4,588.4,2013-05-30,7174500.0,2333.0
2013-05-27,587.35,594.0,586.5,593.1,593.1,2013-05-30,6640000.0,4812.0
2013-05-28,593.25,593.9,590.3,592.55,592.55,2013-05-30,5624000.0,5650.0
2013-05-29,591.8,595.3,590.5,594.05,594.05,2013-05-30,4853500.0,5277.0
2013-05-30,597.85,600.9,596.5,599.45,599.45,2013-06-27,8255500.0,5801.0
2013-05-31,599.5,602.3,595.1,596.6,596.6,2013-06-27,8537500.0,3767.0
2013-06-03,594.65,596.7,592.3,595.65,595.65,2013-06-27,8523500.0,1673.0
2013-06-04,594.85,596.75,593.5,593.95,593.95,2013-06-27,8589000.0,1611.0
2013-06-05,594.45,594.45,593.15,593.75,593.75,2013-06-27,8693500.0,1004.0
2013-06-06,593.0,594.45,593.0,594.0,594.0,2013-06-27,8745000.0,1613.0
2013-06-07,593.8,596.0,593.1,594.55,594.55,2013-06-27,8809500.0,1493.0
2013-06-10,594.45,597.3,594.2,596.15,596.15,2013-06-27,8790500.0,1030.0
2013-06-11,596.9,598.0,594.6,596.25,596.25,2013-06-27,8881000.0,1865.0
2013-06-12,595.85,597.8,595.1,596.65,596.65,2013-06-27,8974000.0,1781.0
2013-06-13,596.85,597.0,594.35,596.25,596.25,2013-06-27,9067000.0,2433.0
2013-06-14,596.05,596.45,594.4,595.2,595.2,2013-06-27,9427000.0,2032.0
2013-06-17,595.75,601.6,594.6,597.1,597.1,2013-06-27,9551500.0,2638.0
2013-06-18,593.5,599.0,593.5,596.2,596.2,2013-06-27,9300000.0,5032.0
2013-06-19,594.1,596.45,594.1,595.7,595.7,2013-06-27,9353000.0,2391.0
2013-06-20,596.0,596.0,593.2,593.75,593.75,2013-06-27,9739000.0,2986.0
2013-06-21,594.9,594.95,590.25,591.35,591.35,2013-06-27,10083000.0,2979.0
2013-06-24,590.9,591.1,582.45,584.75,584.75,2013-06-27,10145000.0,8197.0
2013-06-25,584.7,588.9,582.7,588.05,588.05,2013-06-27,9466500.0,4967.0
2013-06-26,587.7,589.7,585.55,588.75,588.75,2013-06-27,9096500.0,5483.0
2013-06-27,565.0,573.65,564.0,566.6,566.6,2013-07-25,7228500.0,7308.0
2013-06-28,566.0,568.0,558.4,566.1,566.1,2013-07-25,8952500.0,8377.0
2013-07-01,564.0,579.0,560.35,571.55,571.55,2013-07-25,9702000.0,7505.0
2013-07-02,571.3,582.0,566.45,578.2,578.2,2013-07-25,10693500.0,8084.0
2013-07-03,576.15,593.5,574.1,582.95,582.95,2013-07-25,11305500.0,13811.0
2013-07-04,583.8,603.0,579.0,599.2,599.2,2013-07-25,10917000.0,21903.0
2013-07-05,619.9,628.65,602.2,607.15,607.15,2013-07-25,10478500.0,21446.0
2013-07-08,605.7,610.35,596.0,607.3,607.3,2013-07-25,10534500.0,7028.0
2013-07-09,609.5,609.5,601.15,601.95,601.95,2013-07-25,10299000.0,2709.0
2013-07-10,601.4,604.25,592.95,596.5,596.5,2013-07-25,10167500.0,4159.0
2013-07-11,598.35,604.0,596.0,603.0,603.0,2013-07-25,9909500.0,3979.0
2013-07-12,601.8,603.75,592.6,602.55,602.55,2013-07-25,9611000.0,3008.0
2013-07-15,603.1,618.9,599.3,614.55,614.55,2013-07-25,9437500.0,7549.0
2013-07-16,612.0,628.75,607.0,625.2,625.2,2013-07-25,9239000.0,7556.0
2013-07-17,626.0,699.9,620.0,685.7,685.7,2013-07-25,9524000.0,60784.0
2013-07-18,683.8,718.7,671.55,691.3,691.3,2013-07-25,9197500.0,46728.0
2013-07-19,697.25,710.65,680.0,688.1,688.1,2013-07-25,8920000.0,25766.0
2013-07-22,686.2,703.0,682.0,699.75,699.75,2013-07-25,8359000.0,8570.0
2013-07-23,702.5,722.7,698.4,720.0,720.0,2013-07-25,6974000.0,16790.0
2013-07-24,719.25,726.6,706.5,710.35,710.35,2013-07-25,5687000.0,12074.0
2013-07-25,712.25,719.35,678.7,690.3,690.3,2013-08-29,7207500.0,14553.0
2013-07-26,686.6,686.6,652.15,670.05,670.05,2013-08-29,7148500.0,34430.0
2013-07-29,665.05,665.8,630.55,644.95,644.95,2013-08-29,6807500.0,13550.0
2013-07-30,640.3,640.3,627.8,632.6,632.6,2013-08-29,7091500.0,7168.0
2013-07-31,627.6,629.75,611.7,619.05,619.05,2013-08-29,7204500.0,11928.0
2013-08-01,617.75,646.0,614.0,639.5,639.5,2013-08-29,7542000.0,10249.0
2013-08-02,641.6,643.0,614.4,622.05,622.05,2013-08-29,7837500.0,6741.0
2013-08-05,622.25,633.95,622.0,624.25,624.25,2013-08-29,8222000.0,3802.0
2013-08-06,627.0,629.2,610.85,613.9,613.9,2013-08-29,8122500.0,3494.0
2013-08-07,614.55,616.05,600.8,608.6,608.6,2013-08-29,8115500.0,5542.0
2013-08-08,605.75,612.0,601.0,604.25,604.25,2013-08-29,7985000.0,3042.0
2013-08-12,607.95,623.55,604.65,618.0,618.0,2013-08-29,7419500.0,5070.0
2013-08-13,613.4,626.9,611.05,623.8,623.8,2013-08-29,7028000.0,3790.0
2013-08-14,623.55,623.55,614.1,618.1,618.1,2013-08-29,6930000.0,2747.0
2013-08-16,614.95,620.0,597.0,599.65,599.65,2013-08-29,6758500.0,5383.0
2013-08-19,597.0,603.05,584.25,590.8,590.8,2013-08-29,6929500.0,5810.0
2013-08-20,586.15,594.7,580.15,590.6,590.6,2013-08-29,6817000.0,8833.0
2013-08-21,594.25,605.8,582.4,588.6,588.6,2013-08-29,7451500.0,8349.0
2013-08-22,586.9,597.8,578.2,591.3,591.3,2013-08-29,8055000.0,6255.0
2013-08-23,588.35,602.0,585.0,599.35,599.35,2013-08-29,8320000.0,8014.0
2013-08-26,600.15,615.55,599.45,606.7,606.7,2013-08-29,8013500.0,5237.0
2013-08-27,603.85,603.85,585.0,593.0,593.0,2013-08-29,6079000.0,10497.0
2013-08-28,593.25,600.0,577.0,593.75,593.75,2013-08-29,4243500.0,9949.0
2013-08-29,588.6,610.0,588.55,605.95,605.95,2013-09-26,8421500.0,6079.0
2013-08-30,600.1,634.35,596.15,628.0,628.0,2013-09-26,9243000.0,8332.0
2013-09-02,630.55,642.95,630.1,637.5,637.5,2013-09-26,9527000.0,4343.0
2013-09-03,638.15,639.9,610.0,613.8,613.8,2013-09-26,9439500.0,5577.0
2013-09-04,618.25,626.75,604.45,619.7,619.7,2013-09-26,9344500.0,4222.0
2013-09-05,621.45,635.5,618.1,630.2,630.2,2013-09-26,9351000.0,2706.0
2013-09-06,630.75,635.3,612.75,621.95,621.95,2013-09-26,9265500.0,3489.0
2013-09-10,644.0,663.0,625.8,657.35,657.35,2013-09-26,9212500.0,6620.0
2013-09-11,653.2,655.25,639.6,648.2,648.2,2013-09-26,8871000.0,3804.0
2013-09-12,642.6,649.0,627.3,630.7,630.7,2013-09-26,8735500.0,3721.0
2013-09-13,631.0,639.2,623.9,626.75,626.75,2013-09-26,8586500.0,2705.0
2013-09-16,634.0,642.65,616.65,623.8,623.8,2013-09-26,8241000.0,4350.0
2013-09-17,624.05,634.35,618.5,632.25,632.25,2013-09-26,8084000.0,2603.0
2013-09-18,631.3,647.7,627.7,645.6,645.6,2013-09-26,7996500.0,3122.0
2013-09-19,654.6,687.5,653.35,679.4,679.4,2013-09-26,7743500.0,6741.0
2013-09-20,672.55,679.55,643.0,654.55,654.55,2013-09-26,7268500.0,5510.0
2013-09-23,648.35,666.3,637.0,644.8,644.8,2013-09-26,5986000.0,6528.0
2013-09-24,647.4,658.7,638.8,645.1,645.1,2013-09-26,4787500.0,7873.0
2013-09-25,644.15,650.9,624.6,634.95,634.95,2013-09-26,2448000.0,10417.0
2013-09-26,634.4,637.7,625.5,631.45,631.45,2013-10-31,5946000.0,5229.0
2013-09-27,632.35,635.9,621.2,626.55,626.55,2013-10-31,6045000.0,2700.0
2013-09-30,625.0,633.8,622.15,629.2,629.2,2013-10-31,6127500.0,2485.0
2013-10-01,628.0,631.05,611.25,620.4,620.4,2013-10-31,6244000.0,4733.0
2013-10-03,616.0,619.25,607.4,613.55,613.55,2013-10-31,6272500.0,4615.0
2013-10-04,614.05,619.05,603.2,611.7,611.7,2013-10-31,6202000.0,5580.0
2013-10-07,612.0,616.85,609.05,613.85,613.85,2013-10-31,6185000.0,2941.0
2013-10-08,613.9,616.6,608.1,609.75,609.75,2013-10-31,6336500.0,2484.0
2013-10-10,608.4,617.7,601.25,604.9,604.9,2013-10-31,6804500.0,3522.0
2013-10-11,605.4,607.3,598.0,605.65,605.65,2013-10-31,6783000.0,2708.0
2013-10-14,600.05,612.35,598.8,600.6,600.6,2013-10-31,6676500.0,3095.0
2013-10-15,600.3,606.0,595.0,604.35,604.35,2013-10-31,6568500.0,2968.0
2013-10-17,604.75,615.9,600.6,603.35,603.35,2013-10-31,6598000.0,5454.0
2013-10-18,606.0,608.0,600.6,604.6,604.6,2013-10-31,6560500.0,3158.0
2013-10-21,606.35,608.55,601.1,607.3,607.3,2013-10-31,6402000.0,2160.0
2013-10-22,606.85,611.8,605.05,607.05,607.05,2013-10-31,6305500.0,2928.0
2013-10-23,605.25,638.7,596.5,612.4,612.4,2013-10-31,5906500.0,21115.0
2013-10-24,612.0,618.0,603.6,604.75,604.75,2013-10-31,5644000.0,6753.0
2013-10-25,600.4,604.35,588.1,590.25,590.25,2013-10-31,5674000.0,5861.0
2013-10-28,601.2,613.95,581.85,585.1,585.1,2013-10-31,5335000.0,11831.0
2013-10-29,585.15,601.15,585.15,600.0,600.0,2013-10-31,4228000.0,6962.0
2013-10-30,600.4,609.75,597.0,608.7,608.7,2013-10-31,2058500.0,9182.0
2013-10-31,613.95,619.6,608.7,613.9,613.9,2013-11-28,4686500.0,3276.0
2013-11-01,611.6,617.45,608.9,612.1,612.1,2013-11-28,4733500.0,2359.0
2013-11-05,609.85,610.8,598.8,600.55,600.55,2013-11-28,4751500.0,2121.0
2013-11-06,598.5,599.85,591.4,593.0,593.0,2013-11-28,4858000.0,1928.0
2013-11-07,594.25,604.35,589.0,593.5,593.5,2013-11-28,4737500.0,2912.0
2013-11-08,596.2,598.05,588.0,590.05,590.05,2013-11-28,4911000.0,2338.0
2013-11-11,588.25,588.25,577.65,580.3,580.3,2013-11-28,5267500.0,3013.0
2013-11-12,582.25,584.0,578.35,579.95,579.95,2013-11-28,5511500.0,2488.0
2013-11-13,582.3,593.9,576.9,586.3,586.3,2013-11-28,5460500.0,3915.0
2013-11-14,589.2,593.3,582.0,583.75,583.75,2013-11-28,5416500.0,2192.0
2013-11-18,588.35,600.0,585.0,598.15,598.15,2013-11-28,5162000.0,3485.0
2013-11-19,596.9,598.7,593.25,595.2,595.2,2013-11-28,5116500.0,1462.0
2013-11-20,596.75,597.15,583.0,584.45,584.45,2013-11-28,5154500.0,2159.0
2013-11-21,580.5,585.45,575.15,576.55,576.55,2013-11-28,5129000.0,3472.0
2013-11-22,575.0,581.55,570.1,573.2,573.2,2013-11-28,4954500.0,3123.0
2013-11-25,575.3,585.0,572.8,582.95,582.95,2013-11-28,3861000.0,5737.0
2013-11-26,580.65,595.6,578.75,588.85,588.85,2013-11-28,2387000.0,8006.0
2013-11-27,588.5,589.1,582.05,585.2,585.2,2013-11-28,1870500.0,3492.0
2013-11-28,588.75,598.0,587.25,595.35,595.35,2013-12-26,4384000.0,4332.0
2013-11-29,595.0,604.05,594.9,600.25,600.25,2013-12-26,4406500.0,1881.0
2013-12-02,600.65,600.85,586.0,587.5,587.5,2013-12-26,4663500.0,2972.0
2013-12-03,587.7,587.7,583.0,584.25,584.25,2013-12-26,4828500.0,2207.0
2013-12-04,583.7,583.7,575.8,576.45,576.45,2013-12-26,5231000.0,2638.0
2013-12-05,579.1,581.45,569.0,570.3,570.3,2013-12-26,5628000.0,3958.0
2013-12-06,572.35,576.25,563.35,564.6,564.6,2013-12-26,6203500.0,4883.0
2013-12-09,571.4,573.15,559.05,563.35,563.35,2013-12-26,6685000.0,4128.0
2013-12-10,564.3,571.9,559.15,568.25,568.25,2013-12-26,7072500.0,6326.0
2013-12-11,571.0,573.3,565.35,569.4,569.4,2013-12-26,7142500.0,3624.0
2013-12-12,570.5,571.7,564.0,565.4,565.4,2013-12-26,7100500.0,1995.0
2013-12-13,564.8,565.75,560.2,562.9,562.9,2013-12-26,7051500.0,1745.0
2013-12-16,565.0,566.0,555.0,559.15,559.15,2013-12-26,7082000.0,3044.0
2013-12-17,561.8,562.0,556.2,559.65,559.65,2013-12-26,7065000.0,1604.0
2013-12-18,558.95,563.4,554.35,561.4,561.4,2013-12-26,7119000.0,5802.0
2013-12-19,563.65,564.4,552.55,555.55,555.55,2013-12-26,6777500.0,3668.0
2013-12-20,557.45,569.9,552.0,569.1,569.1,2013-12-26,5162500.0,9298.0
2013-12-23,570.0,571.0,566.0,567.35,567.35,2013-12-26,4190500.0,5790.0
2013-12-24,569.2,570.4,564.5,565.7,565.7,2013-12-26,3841000.0,3873.0
2013-12-26,570.8,574.8,568.15,569.7,569.7,2014-01-30,6362500.0,5920.0
2013-12-27,571.0,577.85,570.0,574.9,574.9,2014-01-30,6363000.0,2779.0
2013-12-30,573.8,581.5,573.7,577.45,577.45,2014-01-30,6287500.0,2759.0
2013-12-31,577.4,580.95,572.5,574.95,574.95,2014-01-30,6447000.0,1531.0
2014-01-01,574.35,578.8,573.65,575.95,575.95,2014-01-30,6409500.0,1217.0
2014-01-02,575.15,579.5,563.0,565.45,565.45,2014-01-30,6450000.0,3723.0
2014-01-03,563.35,570.45,561.0,567.55,567.55,2014-01-30,6216500.0,2696.0
2014-01-06,567.15,567.15,562.6,566.1,566.1,2014-01-30,6117500.0,1230.0
2014-01-07,566.7,568.8,558.5,561.3,561.3,2014-01-30,6007500.0,2053.0
2014-01-08,562.25,564.1,559.3,561.1,561.1,2014-01-30,5899500.0,1825.0
2014-01-09,562.1,562.25,555.4,556.1,556.1,2014-01-30,6084500.0,1462.0
2014-01-10,557.95,559.25,551.05,552.1,552.1,2014-01-30,6187500.0,2417.0
2014-01-13,551.85,554.5,546.3,548.4,548.4,2014-01-30,6429500.0,2505.0
2014-01-14,548.8,551.5,540.0,541.05,541.05,2014-01-30,6717000.0,2695.0
2014-01-15,539.1,549.0,539.1,547.85,547.85,2014-01-30,6672500.0,4253.0
2014-01-16,547.95,554.5,547.0,553.6,553.6,2014-01-30,6659500.0,2973.0
2014-01-17,554.05,563.5,553.95,559.1,559.1,2014-01-30,6294000.0,4111.0
2014-01-20,560.0,562.5,550.35,557.1,557.1,2014-01-30,6278000.0,2826.0
2014-01-21,557.95,563.0,551.15,561.5,561.5,2014-01-30,6358500.0,5510.0
2014-01-22,560.25,567.7,554.15,566.25,566.25,2014-01-30,6012500.0,4415.0
2014-01-23,565.0,570.5,560.85,568.55,568.55,2014-01-30,5780000.0,2349.0
2014-01-24,564.4,569.8,557.4,566.2,566.2,2014-01-30,5560000.0,3454.0
2014-01-27,561.45,585.75,553.8,575.25,575.25,2014-01-30,4678000.0,19146.0
2014-01-28,579.8,580.0,555.0,570.8,570.8,2014-01-30,2930000.0,14006.0
2014-01-29,567.55,574.75,563.9,569.65,569.65,2014-01-30,1718000.0,5653.0
2014-01-30,571.6,577.5,564.55,574.15,574.15,2014-02-26,5106000.0,4799.0
2014-01-31,572.55,576.55,568.5,573.15,573.15,2014-02-26,5030000.0,1890.0
2014-02-03,571.4,578.2,568.9,573.85,573.85,2014-02-26,5061500.0,1602.0
2014-02-04,569.05,577.0,567.75,574.35,574.35,2014-02-26,5020000.0,1535.0
2014-02-05,573.0,574.0,565.1,572.1,572.1,2014-02-26,4985000.0,2178.0
2014-02-06,572.55,589.0,572.05,587.65,587.65,2014-02-26,5080000.0,5456.0
2014-02-07,587.75,591.0,577.2,579.7,579.7,2014-02-26,4984500.0,3229.0
2014-02-10,580.15,582.15,566.1,567.4,567.4,2014-02-26,5277500.0,3215.0
2014-02-11,567.0,571.4,564.7,565.3,565.3,2014-02-26,5352500.0,2271.0
2014-02-12,565.5,572.0,565.45,571.0,571.0,2014-02-26,5236500.0,1848.0
2014-02-13,571.1,572.4,557.1,558.9,558.9,2014-02-26,5275000.0,2038.0
2014-02-14,559.2,563.85,555.2,562.0,562.0,2014-02-26,5295500.0,2035.0
2014-02-17,560.95,567.0,560.95,562.15,562.15,2014-02-26,5215500.0,1409.0
2014-02-18,562.25,567.9,561.3,563.2,563.2,2014-02-26,5112500.0,1248.0
2014-02-19,562.85,562.9,557.5,559.05,559.05,2014-02-26,5173000.0,1711.0
2014-02-20,559.35,559.35,554.95,555.7,555.7,2014-02-26,5170000.0,1579.0
2014-02-21,556.9,557.4,553.15,556.3,556.3,2014-02-26,4454000.0,2900.0
2014-02-24,555.9,558.65,554.1,556.2,556.2,2014-02-26,3142000.0,5077.0
2014-02-25,558.9,558.9,554.1,555.6,555.6,2014-02-26,2284500.0,4056.0
2014-02-26,560.8,563.8,557.3,558.95,558.95,2014-03-27,4552500.0,4580.0
2014-02-28,559.6,560.85,546.2,551.0,551.0,2014-03-27,4692500.0,3234.0
2014-03-03,551.0,552.75,545.4,546.9,546.9,2014-03-27,4811500.0,1617.0
2014-03-04,547.85,558.9,546.9,558.05,558.05,2014-03-27,4621500.0,3127.0
2014-03-05,557.6,561.65,553.4,555.3,555.3,2014-03-27,4730000.0,2599.0
2014-03-06,556.5,556.95,551.0,552.6,552.6,2014-03-27,5118000.0,2603.0
2014-03-07,554.95,557.85,550.55,553.7,553.7,2014-03-27,5386000.0,3307.0
2014-03-10,553.5,562.9,552.0,560.75,560.75,2014-03-27,5619500.0,5291.0
2014-03-11,561.2,567.3,555.35,564.1,564.1,2014-03-27,5765000.0,5942.0
2014-03-12,565.9,568.85,561.2,562.95,562.95,2014-03-27,5707000.0,3395.0
2014-03-13,565.25,570.6,562.9,564.8,564.8,2014-03-27,5730000.0,4297.0
2014-03-14,564.7,565.0,554.6,557.2,557.2,2014-03-27,6243000.0,3563.0
2014-03-18,557.5,560.9,554.0,559.3,559.3,2014-03-27,6155500.0,3715.0
2014-03-19,559.85,564.6,558.0,563.8,563.8,2014-03-27,6207000.0,4288.0
2014-03-20,561.5,576.9,561.5,574.05,574.05,2014-03-27,6237500.0,7494.0
2014-03-21,579.0,583.3,572.35,574.15,574.15,2014-03-27,6189000.0,7718.0
2014-03-24,576.9,585.8,576.6,583.85,583.85,2014-03-27,5340500.0,5086.0
2014-03-25,584.85,594.05,579.0,592.75,592.75,2014-03-27,3558500.0,9018.0
2014-03-26,594.4,600.5,589.5,591.95,591.95,2014-03-27,2699000.0,6696.0
2014-03-27,596.75,606.5,595.5,603.75,603.75,2014-04-24,4971000.0,4671.0
2014-03-28,604.25,607.0,594.0,602.2,602.2,2014-04-24,4959000.0,2487.0
2014-03-31,603.15,612.6,599.0,607.4,607.4,2014-04-24,4779500.0,3241.0
2014-04-01,607.65,611.0,600.1,606.1,606.1,2014-04-24,4905000.0,2723.0
2014-04-02,605.6,608.65,594.15,598.45,598.45,2014-04-24,4923500.0,2181.0
2014-04-03,599.3,614.85,595.0,609.9,609.9,2014-04-24,4909000.0,4044.0
2014-04-04,612.65,616.35,605.6,608.15,608.15,2014-04-24,5287500.0,4631.0
2014-04-07,608.2,611.1,600.1,608.1,608.1,2014-04-24,5328000.0,3834.0
2014-04-09,607.4,613.95,603.45,611.35,611.35,2014-04-24,5380000.0,2849.0
2014-04-10,611.6,621.05,606.75,619.3,619.3,2014-04-24,5233500.0,4150.0
2014-04-11,617.15,621.0,610.05,611.85,611.85,2014-04-24,5178500.0,2521.0
2014-04-15,611.55,615.55,597.1,613.95,613.95,2014-04-24,4708000.0,4821.0
2014-04-16,613.95,621.0,609.0,610.35,610.35,2014-04-24,4321500.0,5362.0
2014-04-17,611.6,616.8,604.05,612.3,612.3,2014-04-24,4202000.0,4976.0
2014-04-21,608.2,613.15,599.0,601.6,601.6,2014-04-24,3401500.0,6421.0
2014-04-22,601.9,605.0,595.0,598.2,598.2,2014-04-24,2601500.0,4896.0
2014-04-23,598.2,599.65,593.6,595.6,595.5,2014-04-24,1707000.0,5050.0
2014-04-25,600.6,603.4,583.0,585.45,585.45,2014-05-29,5433000.0,3496.0
2014-04-28,582.5,592.0,572.9,587.15,587.15,2014-05-29,5964000.0,16645.0
2014-04-29,587.2,587.5,566.0,567.95,567.95,2014-05-29,6149000.0,6601.0
2014-04-30,568.1,575.0,560.9,570.85,570.85,2014-05-29,5770000.0,5427.0
2014-05-02,572.2,577.95,564.5,565.7,565.7,2014-05-29,5857500.0,2287.0
2014-05-05,565.0,566.0,560.4,561.75,561.75,2014-05-29,5974500.0,2032.0
2014-05-06,562.9,565.65,557.0,557.95,557.95,2014-05-29,6182500.0,1903.0
2014-05-07,557.95,562.5,555.5,557.3,557.3,2014-05-29,6315500.0,3318.0
2014-05-08,558.45,562.0,553.1,554.65,554.65,2014-05-29,6391500.0,2350.0
2014-05-09,554.85,563.75,553.1,559.85,559.85,2014-05-29,6564000.0,3798.0
2014-05-12,561.1,574.7,560.95,573.45,573.45,2014-05-29,6343500.0,4714.0
2014-05-13,575.0,582.0,570.7,579.05,579.05,2014-05-29,6124500.0,4840.0
2014-05-14,579.4,583.9,578.2,579.95,579.95,2014-05-29,6030500.0,2419.0
2014-05-15,581.8,592.0,581.0,590.35,590.35,2014-05-29,6033000.0,4476.0
2014-05-16,600.0,611.05,577.9,584.35,584.35,2014-05-29,6427000.0,9071.0
